person_id,income,debt,late_payments,loan_amount
ID_1722,8138,579,7,435023
ID_1723,14141,2488,4,338279
ID_1724,10674,4730,0,451149
ID_1725,13312,555,8,64158
ID_1726,12995,4842,1,295053
ID_1727,3705,1579,1,227175
ID_1728,7641,1919,8,141137
ID_1729,3100,4141,0,212085
ID_1730,14544,4415,4,305044
ID_1731,4591,4586,6,275654
ID_1732,14215,1585,1,472353
ID_1733,7327,1584,7,238125
ID_1734,13832,876,7,164384
ID_1735,5575,1189,8,419233
ID_1736,9510,3346,5,96086
ID_1737,4858,1272,9,163614
ID_1738,5956,3780,2,52089
ID_1739,12896,1835,9,459739
ID_1740,13118,1737,1,344899
ID_1741,9683,4379,0,499039
ID_1742,11449,2444,4,409354
ID_1743,11465,4288,9,254832
ID_1744,13919,4726,8,67758
ID_1745,4653,4534,1,420219
ID_1746,10853,4447,2,225324
ID_1747,8244,4698,1,345674
ID_1748,6509,981,4,229008
ID_1749,8105,4863,7,406107
ID_1750,5712,500,4,215453
ID_1751,5508,4234,9,177967
ID_1752,10302,3416,4,91246
ID_1753,3810,1776,6,492824
ID_1754,13751,4822,6,192912
ID_1755,4939,3793,4,82434
ID_1756,12977,142,1,456914
ID_1757,7515,3283,2,87206
ID_1758,11778,4097,1,386229
ID_1759,11398,4880,7,164282
ID_1760,7349,1846,4,249324
ID_1761,13113,1632,0,427292
ID_1762,4805,1861,4,178123
ID_1763,6389,3724,9,290591
ID_1764,3374,1060,4,358922
ID_1765,10117,4076,5,107863
ID_1766,2243,3169,7,334951
ID_1767,13303,1889,6,262479
ID_1768,13501,2409,8,413738
ID_1769,8051,2808,9,460574
ID_1770,6727,3535,0,305749
ID_1771,8881,3218,0,459748
ID_1772,7881,3848,1,479027
ID_1773,14440,490,9,58285
ID_1774,12617,4843,2,320399
ID_1775,3910,3344,0,41562
ID_1776,8704,1514,8,293564
ID_1777,4910,2164,2,200466
ID_1778,11484,3905,2,432651
ID_1779,5983,444,5,15266
ID_1780,2626,652,7,27613
ID_1781,7810,3010,2,331873
ID_1782,8565,2771,8,231479
ID_1783,8936,530,0,226185
ID_1784,4812,2811,3,287609
ID_1785,12867,2476,0,185540
ID_1786,13735,3529,2,141761
ID_1787,11626,3159,7,289641
ID_1788,11150,3009,8,398025
ID_1789,7069,581,6,30868
ID_1790,7408,446,6,43620
ID_1791,9486,106,0,294345
ID_1792,7073,2585,5,159794
ID_1793,7543,4760,9,383334
ID_1794,9240,3026,3,247550
ID_1795,4491,4378,0,177157
ID_1796,9276,4019,0,263310
ID_1797,11119,797,7,488996
ID_1798,14432,2587,9,29781
ID_1799,8201,4055,9,423251
ID_1800,10830,3669,1,58880
ID_1801,14235,3861,8,149035
ID_1802,8538,3942,0,344687
ID_1803,3239,396,8,125032
ID_1804,3583,2697,5,278515
ID_1805,14039,2862,6,347192
ID_1806,4686,2210,8,201807
ID_1807,10084,992,0,237380
ID_1808,8098,3499,3,475615
ID_1809,10601,4675,9,101582
ID_1810,10700,4943,1,145972
ID_1811,6141,2114,0,347764
ID_1812,5349,1101,9,143157
ID_1813,11640,655,6,439833
ID_1814,3171,3052,8,59671
ID_1815,12011,3977,5,89173
ID_1816,5021,4222,6,422627
ID_1817,9759,319,5,22000
ID_1818,11737,4929,9,370258
ID_1819,7351,2787,0,59715
ID_1820,13190,3277,0,197082
ID_1821,2136,761,9,187635
ID_1822,11822,829,5,46823
ID_1823,12820,510,1,360752
ID_1824,11387,3597,1,73075
ID_1825,8343,1281,2,202167
ID_1826,7181,805,2,59904
ID_1827,8483,2497,8,376053
ID_1828,6847,3780,4,324544
ID_1829,10155,1100,1,72972
ID_1830,6347,1252,7,449972
ID_1831,6153,3596,6,299475
ID_1832,9389,891,0,383990
ID_1833,11438,1845,4,117860
ID_1834,13643,1521,5,399833
ID_1835,4364,715,7,330927
ID_1836,7039,139,3,391430
ID_1837,8555,1478,8,418805
ID_1838,10745,3375,5,309749
ID_1839,12857,3953,7,85705
ID_1840,3248,94,0,247469
ID_1841,14928,2456,0,290367
ID_1842,11633,3161,8,57533
ID_1843,9253,457,0,437621
ID_1844,6250,2966,7,363229
ID_1845,14875,380,2,445210
ID_1846,2454,2952,9,89236
ID_1847,3032,4469,0,215044
ID_1848,8488,1972,8,52624
ID_1849,4705,220,6,439728
ID_1850,14124,250,8,188313
ID_1851,12092,2622,9,369963
ID_1852,13022,1384,5,309162
ID_1853,6785,3105,4,233507
ID_1854,10820,4777,3,369555
ID_1855,11923,3086,9,36605
ID_1856,3407,2163,6,411330
ID_1857,12709,696,7,261653
ID_1858,9899,3074,0,358939
ID_1859,12273,2631,8,88880
ID_1860,11529,3358,3,443168
ID_1861,8810,1634,3,244260
ID_1862,13209,3472,4,452570
ID_1863,14368,4989,9,105840
ID_1864,5834,4367,3,239176
ID_1865,9665,3934,0,207910
ID_1866,9289,1697,1,188870
ID_1867,13552,813,8,338550
ID_1868,6020,4381,3,270968
ID_1869,12632,4324,6,217405
ID_1870,9117,2789,9,472071
ID_1871,9201,4087,5,179022
ID_1872,3207,3907,8,85541
ID_1873,9488,1758,2,499110
ID_1874,7753,1776,2,51628
ID_1875,2730,3751,1,97613
ID_1876,14519,4687,5,174169
ID_1877,10467,2912,0,421300
ID_1878,10173,2446,3,438270
ID_1879,2866,4461,8,10187
ID_1880,7205,3044,5,383034
ID_1881,2878,560,3,466230
ID_1882,13443,3831,6,480051
ID_1883,5357,4567,1,60031
ID_1884,9734,3547,4,313648
ID_1885,12154,3950,4,23971
ID_1886,3547,292,1,292998
ID_1887,6848,3098,3,470906
ID_1888,11258,4303,6,153709
ID_1889,5375,1890,6,458065
ID_1890,8578,3146,4,307516
ID_1891,6543,3968,7,471892
ID_1892,12712,4634,0,372495
ID_1893,11662,1279,7,212656
ID_1894,7919,725,1,174092
ID_1895,2063,2044,1,106918
ID_1896,8175,419,8,222037
ID_1897,5863,187,4,483528
ID_1898,13714,2511,1,48631
ID_1899,13030,3351,6,44194
ID_1900,8178,2601,4,80272
ID_1901,4186,2679,5,381488
ID_1902,14802,4016,5,467792
ID_1903,13822,2847,8,174134
ID_1904,13880,2086,8,53766
ID_1905,3732,486,9,465068
ID_1906,11901,730,7,197360
ID_1907,5084,96,3,353902
ID_1908,2277,4506,6,348864
ID_1909,5624,4753,7,494511
ID_1910,5474,624,2,16273
ID_1911,9223,1538,9,215710
ID_1912,6703,1718,3,325080
ID_1913,9365,1412,4,453225
ID_1914,7798,1849,6,50763
ID_1915,10886,1726,1,299554
ID_1916,12596,4447,1,342501
ID_1917,3983,3266,6,256986
ID_1918,9633,3932,2,68278
ID_1919,6557,2270,3,48570
ID_1920,7526,608,8,67347
ID_1921,4156,3589,7,201415
ID_1922,7069,3514,7,272617
ID_1923,8329,2099,8,54600
ID_1924,5548,534,6,350867
ID_1925,11756,1632,2,341981
ID_1926,4131,3606,2,412221
ID_1927,4232,696,8,201985
ID_1928,14405,250,9,285143
ID_1929,12447,4698,6,238108
ID_1930,2399,1338,4,373617
ID_1931,8089,1313,2,260893
ID_1932,13830,2069,5,448745
ID_1933,13251,4148,6,219103
ID_1934,8037,2495,0,473864
ID_1935,2999,4625,1,61999
ID_1936,8884,2699,2,212347
ID_1937,6132,4697,9,498667
ID_1938,11673,1171,5,320010
ID_1939,6663,4450,2,67996
ID_1940,4661,166,6,89100
ID_1941,8850,3133,7,48638
ID_1942,7186,3117,9,211754
ID_1943,13138,309,4,476282
ID_1944,4316,2074,8,428735
ID_1945,5270,2370,4,83205
ID_1946,4963,2458,3,460458
ID_1947,13583,2134,7,486157
ID_1948,13004,294,7,386299
ID_1949,12366,2793,2,350344
ID_1950,5342,3243,8,319703
ID_1951,13293,432,7,439445
ID_1952,9601,2201,1,442772
ID_1953,2677,3628,5,450244
ID_1954,12399,4704,1,90004
ID_1955,5085,2232,5,495652
ID_1956,7278,4953,3,140080
ID_1957,3578,3128,6,448249
ID_1958,9990,4719,7,432289
ID_1959,3962,4570,1,352940
ID_1960,12657,523,3,472842
ID_1961,13319,4015,2,57177
ID_1962,10791,2164,9,279327
ID_1963,4135,2062,7,86167
ID_1964,10472,3105,6,119333
ID_1965,10805,4870,7,72341
ID_1966,6865,3625,7,230590
ID_1967,13521,2857,4,239534
ID_1968,10409,3645,9,166517
ID_1969,6522,4216,6,172448
ID_1970,14405,2617,6,108467
ID_1971,5586,2577,9,142866
ID_1972,8204,1789,0,414938
ID_1973,8116,4720,3,158040
ID_1974,8035,1610,6,11398
ID_1975,10991,1222,8,255485
ID_1976,2110,658,1,16139
ID_1977,10576,2721,4,145007
ID_1978,12210,3090,8,168477
ID_1979,10335,1817,4,204525
ID_1980,10923,4282,2,262837
ID_1981,9226,1495,0,491116
ID_1982,7792,4431,7,32707
ID_1983,14202,4855,5,301604
ID_1984,2274,834,8,180630
ID_1985,14548,3413,3,437761
ID_1986,5116,1966,5,216802
ID_1987,4419,2285,4,73406
ID_1988,11825,4879,1,483274
ID_1989,7231,903,2,27459
ID_1990,7658,3299,2,313795
ID_1991,3185,755,9,446131
ID_1992,11354,1444,2,299485
ID_1993,10529,4554,6,287162
ID_1994,10778,3876,2,24684
ID_1995,13526,3596,2,92177
ID_1996,7538,1359,1,380318
ID_1997,12465,1936,0,195527
ID_1998,7276,4929,8,262560
ID_1999,2715,3853,5,87906
ID_2000,13018,1928,9,232010
ID_2001,9479,850,8,422251
ID_2002,6966,3673,3,101635
ID_2003,13022,1907,3,346887
ID_2004,9116,4152,8,206630
ID_2005,6007,3708,3,37367
ID_2006,10471,3242,7,435795
ID_2007,10536,2462,4,59746
ID_2008,5426,504,3,305563
ID_2009,3797,2959,4,305673
ID_2010,10063,1760,9,102386
ID_2011,9700,3134,5,384659
ID_2012,8257,2664,0,27580
ID_2013,3821,338,8,441259
ID_2014,14010,2845,5,45400
ID_2015,14512,3929,2,293459
ID_2016,10246,3356,0,428115
ID_2017,7044,4237,3,360196
ID_2018,13761,1588,1,126111
ID_2019,8020,737,3,443525
ID_2020,12725,3825,6,133250
ID_2021,9765,3292,8,290553
ID_2022,3860,3192,0,304568
ID_2023,5790,2446,3,453638
ID_2024,7103,1108,2,207524
ID_2025,12007,3045,0,305596
ID_2026,8522,4799,2,314846
ID_2027,11207,3748,7,475491
ID_2028,13124,1737,3,24724
ID_2029,7334,283,1,77323
ID_2030,12316,4851,0,261126
ID_2031,2807,1364,0,394338
ID_2032,2883,142,6,309435
ID_2033,6180,1264,6,320356
ID_2034,5111,515,0,404674
ID_2035,6116,4380,7,436838
ID_2036,11577,3507,4,412534
ID_2037,13720,2256,4,331135
ID_2038,10934,122,2,237083
ID_2039,14843,942,5,317908
ID_2040,7437,3778,7,41393
ID_2041,3429,722,6,396505
ID_2042,13601,1531,1,490982
ID_2043,13454,4189,1,377741
ID_2044,9717,4516,9,40628
ID_2045,4361,2450,2,103700
ID_2046,3953,876,3,207710
ID_2047,10426,3185,6,24019
ID_2048,13643,2395,3,98076
ID_2049,8404,338,2,292205
ID_2050,10213,3598,8,373372
ID_2051,4591,2593,5,371878
ID_2052,7666,250,0,292765
ID_2053,2290,805,5,139899
ID_2054,3689,1262,7,238817
ID_2055,12892,1837,5,440749
ID_2056,11162,34,3,330509
ID_2057,14806,1164,0,90968
ID_2058,14689,3380,9,282944
ID_2059,8522,2901,1,425794
ID_2060,2356,4589,3,29904
ID_2061,5809,388,0,352191
ID_2062,14738,3221,2,200288
ID_2063,6434,3420,0,258571
ID_2064,10706,4413,7,47891
ID_2065,11620,1881,2,78025
ID_2066,2448,4110,6,416542
ID_2067,10188,3929,7,58368
ID_2068,6291,3587,9,324894
ID_2069,12002,208,1,209024
ID_2070,6651,1988,5,69424
ID_2071,10885,2626,7,110434
ID_2072,4354,4977,2,239835
ID_2073,12165,4518,1,87978
ID_2074,14236,3669,4,470011
ID_2075,8744,1282,7,124235
ID_2076,4376,1767,1,178021
ID_2077,10242,3773,9,47187
ID_2078,11775,3599,2,464333
ID_2079,3047,856,6,275478
ID_2080,7793,4321,5,465479
ID_2081,6648,3993,5,181634
ID_2082,12162,2452,0,58026
ID_2083,9268,3822,5,312080
ID_2084,7418,1348,1,447342
ID_2085,4081,1448,0,114067
ID_2086,13754,3936,5,470385
ID_2087,10463,1178,6,71305
ID_2088,14466,4641,0,208187
ID_2089,4282,1607,8,170312
ID_2090,8174,1925,1,316726
ID_2091,14564,3145,6,112922
ID_2092,2108,4323,3,28590
ID_2093,9332,1867,5,351055
ID_2094,4727,4404,1,494656
ID_2095,3907,456,9,476578
ID_2096,12200,3785,7,38916
ID_2097,4893,1273,1,347505
ID_2098,7979,154,9,29895
ID_2099,14567,2955,7,102051
ID_2100,10768,1856,1,207218
ID_2101,3774,4505,5,479580
ID_2102,9577,1066,2,146439
ID_2103,13645,4456,0,391151
ID_2104,9074,3680,0,31943
ID_2105,4007,2894,4,247870
ID_2106,10354,525,8,236137
ID_2107,2418,4586,2,178281
ID_2108,10636,4007,0,361398
ID_2109,5277,4609,5,40722
ID_2110,5317,3800,3,37776
ID_2111,10729,2776,4,136942
ID_2112,13622,900,7,137237
ID_2113,14734,3599,2,177455
ID_2114,5469,70,1,239540
ID_2115,3372,1520,8,221140
ID_2116,4434,511,9,150205
ID_2117,6121,392,0,162417
ID_2118,9136,2084,9,465717
ID_2119,6132,2270,7,348732
ID_2120,10874,3607,5,192912
ID_2121,4129,3149,9,238953
ID_2122,13139,4252,4,324291
ID_2123,8724,3475,5,477453
ID_2124,3821,3508,4,373293
ID_2125,13982,4814,1,38791
ID_2126,12294,1427,1,380427
ID_2127,8454,651,7,223942
ID_2128,14036,2730,4,422558
ID_2129,2880,3794,1,71217
ID_2130,9446,1069,1,440002
ID_2131,11786,2626,6,204766
ID_2132,6798,2734,1,429798
ID_2133,14943,3603,0,211276
ID_2134,9858,3077,3,406716
ID_2135,13937,4348,9,379747
ID_2136,13226,886,4,49720
ID_2137,8364,1480,2,230028
ID_2138,13011,3842,1,353474
ID_2139,6780,1536,7,13654
ID_2140,6813,1138,4,80167
ID_2141,3466,2642,0,232225
ID_2142,13562,385,5,151620
ID_2143,6782,2349,4,472331
ID_2144,8660,61,7,166152
ID_2145,14298,4568,8,246291
ID_2146,3204,2928,5,59746
ID_2147,2201,723,7,293281
ID_2148,3151,3539,1,197812
ID_2149,4388,4951,0,118383
ID_2150,6382,4679,8,99723
ID_2151,11109,4161,8,71030
ID_2152,4108,2228,9,416661
ID_2153,8181,2102,7,252187
ID_2154,3483,3791,2,266880
ID_2155,2104,1514,7,247053
ID_2156,13932,4148,1,211013
ID_2157,14503,3937,7,199655
ID_2158,8547,2227,8,341491
ID_2159,14708,4248,1,147656
ID_2160,9587,2787,4,204469
ID_2161,5916,2671,5,318438
ID_2162,11104,3174,7,411392
ID_2163,11028,2862,1,77263
ID_2164,2006,4579,5,417415
ID_2165,5796,4319,9,118216
ID_2166,2487,4417,4,286385
ID_2167,4783,3840,3,111957
ID_2168,10378,4266,9,280476
ID_2169,7274,4412,1,281096
ID_2170,3963,1928,0,259779
ID_2171,12244,1352,2,38974
ID_2172,14886,110,4,42479
ID_2173,5792,3262,1,178472
ID_2174,9409,2232,9,381154
ID_2175,5240,4134,6,233545
ID_2176,7432,424,8,475935
ID_2177,14513,1581,9,272101
ID_2178,5773,3721,3,59995
ID_2179,11757,3473,3,90413
ID_2180,14503,3192,4,78276
ID_2181,10832,1561,4,38050
ID_2182,9524,2263,6,465655
ID_2183,9253,536,2,230451
ID_2184,5126,1009,8,466845
ID_2185,3088,3464,0,422544
ID_2186,10239,4423,5,259927
ID_2187,6021,1952,4,418583
ID_2188,14304,4806,4,238601
ID_2189,11448,4659,9,366949
ID_2190,6077,1490,0,29450
ID_2191,7341,1979,9,246679
ID_2192,8363,4998,1,282475
ID_2193,4982,3123,3,112892
ID_2194,14621,546,3,354854
ID_2195,11421,1907,4,159179
ID_2196,4277,2415,9,233116
ID_2197,13121,1917,4,477849
ID_2198,6930,4548,9,435796
ID_2199,5376,4573,5,201572
ID_2200,2027,2510,6,68600
ID_2201,11921,185,0,433308
ID_2202,6873,281,4,106038
ID_2203,8904,4544,8,297367
ID_2204,9527,2123,9,250514
ID_2205,7673,4501,9,283237
ID_2206,3837,1936,3,220561
ID_2207,2645,353,8,219396
ID_2208,6091,3882,8,414228
ID_2209,14502,1199,4,98119
ID_2210,12644,3861,5,416422
ID_2211,10401,36,4,209107
ID_2212,3500,494,1,312724
ID_2213,14960,459,8,358913
ID_2214,14410,3353,1,321601
ID_2215,14365,1354,1,59346
ID_2216,7804,2068,0,73474
ID_2217,8263,4989,8,367475
ID_2218,5357,1746,4,63551
ID_2219,2039,3064,6,328355
ID_2220,2320,2496,2,344400
ID_2221,3283,3023,7,252674
ID_2222,8210,1747,2,413967
ID_2223,12996,692,9,163646
ID_2224,12706,3388,3,285512
ID_2225,6992,587,8,122958
ID_2226,12905,428,7,463445
ID_2227,8015,4108,6,397197
ID_2228,5892,3227,7,446575
ID_2229,3711,3884,9,490168
ID_2230,14547,1016,8,78808
ID_2231,11596,3549,6,145581
ID_2232,14123,337,8,480154
ID_2233,14913,734,6,372330
ID_2234,13302,3290,8,494561
ID_2235,3501,3750,0,274753
ID_2236,2200,1221,7,38923
ID_2237,11889,2843,5,351567
ID_2238,9869,290,1,298006
ID_2239,10932,1139,3,227017
ID_2240,8349,4377,5,203122
ID_2241,2961,1285,5,338599
ID_2242,7578,2356,0,408237
ID_2243,3486,84,5,328336
ID_2244,11331,3200,8,230796
ID_2245,5044,3966,9,462770
ID_2246,4739,2836,7,442813
ID_2247,13172,4860,8,54770
ID_2248,8107,4860,9,474329
ID_2249,7373,77,1,115430
ID_2250,4422,969,2,451167
ID_2251,10769,3223,6,268558
ID_2252,13575,1473,6,346178
ID_2253,4871,3891,5,25847
ID_2254,11676,2846,4,221635
ID_2255,4317,4555,1,288404
ID_2256,2453,1275,6,292925
ID_2257,6267,3115,6,310936
ID_2258,8020,3444,0,27241
ID_2259,6778,314,5,196694
ID_2260,2081,3700,3,79139
ID_2261,14438,4521,9,120242
ID_2262,9233,4729,4,26577
ID_2263,3681,4124,1,193313
ID_2264,2016,105,6,428685
ID_2265,9765,3364,8,90919
ID_2266,12345,825,5,442476
ID_2267,7016,1804,8,296308
ID_2268,8344,3781,2,110623
ID_2269,5492,3411,4,404212
ID_2270,11744,581,3,53424
ID_2271,14784,3579,8,121896
ID_2272,5054,1551,0,239886
ID_2273,5395,1365,2,228913
ID_2274,8622,3937,5,231406
ID_2275,6788,3331,7,132697
ID_2276,14252,2432,5,269290
ID_2277,11329,4905,6,362018
ID_2278,8096,1631,8,489996
ID_2279,10487,4135,5,287011
ID_2280,11643,1469,5,90738
ID_2281,2007,1669,8,461461
ID_2282,13367,1757,2,162239
ID_2283,3723,1184,8,11002
ID_2284,3731,1270,3,467620
ID_2285,12422,1159,7,494238
ID_2286,8889,2840,5,360496
ID_2287,3496,2839,5,376678
ID_2288,7247,931,3,150871
ID_2289,12817,4771,0,371370
ID_2290,8555,540,4,443424
ID_2291,4773,2107,7,201955
ID_2292,6642,3630,8,125945
ID_2293,14802,3091,4,89875
ID_2294,5370,4952,8,293859
ID_2295,5925,701,0,495696
ID_2296,3160,546,3,90906
ID_2297,2275,4472,5,427871
ID_2298,4546,1609,1,460336
ID_2299,8137,484,1,267846
ID_2300,2728,1186,6,417990
ID_2301,4709,4107,6,13078
ID_2302,14283,1333,2,459809
ID_2303,9079,1063,8,65852
ID_2304,8859,4316,6,497532
ID_2305,8691,3907,0,26212
ID_2306,2712,3593,0,141013
ID_2307,14141,4179,7,140316
ID_2308,8109,2732,4,249609
ID_2309,2608,562,6,153895
ID_2310,5620,649,2,358876
ID_2311,7060,280,6,267640
ID_2312,3257,2388,9,340530
ID_2313,10461,2700,4,27977
ID_2314,12132,1141,3,301022
ID_2315,10627,1439,0,156774
ID_2316,6019,68,8,61737
ID_2317,5046,2749,3,406535
ID_2318,3690,3066,4,251220
ID_2319,9200,1987,4,69934
ID_2320,10286,4997,2,445983
ID_2321,4967,138,6,54871
ID_2322,13534,1317,8,231745
ID_2323,8836,3747,3,278369
ID_2324,14217,1055,5,122351
ID_2325,9129,3499,8,355268
ID_2326,2052,4350,9,270595
ID_2327,7288,2224,3,193135
ID_2328,3008,4435,0,193974
ID_2329,5627,802,9,457976
ID_2330,13384,3670,9,359908
ID_2331,9661,2820,4,34467
ID_2332,3128,1894,1,481527
ID_2333,6063,4542,6,399508
ID_2334,5737,4349,6,415697
ID_2335,2637,2212,3,345297
ID_2336,6922,4053,8,467218
ID_2337,14957,1187,2,467897
ID_2338,5936,2936,5,250439
ID_2339,14547,2662,3,267069
ID_2340,6049,496,5,311216
ID_2341,3746,3026,0,77992
ID_2342,10602,1072,0,408163
ID_2343,5642,918,2,296155
ID_2344,11713,3355,7,202828
ID_2345,13005,1792,9,480484
ID_2346,14797,1370,5,169625
ID_2347,6897,1844,1,74631
ID_2348,7770,4424,3,256140
ID_2349,6225,2757,8,202268
ID_2350,5757,1838,3,348267
ID_2351,13206,272,2,460271
ID_2352,11123,1654,4,383680
ID_2353,7933,3001,4,374878
ID_2354,14658,2453,0,237255
ID_2355,3464,91,1,126627
ID_2356,14380,1293,5,295098
ID_2357,14853,3394,5,173032
ID_2358,13083,2070,2,326443
ID_2359,12544,1542,8,376976
ID_2360,11071,2906,6,85101
ID_2361,3910,1495,0,204793
ID_2362,6428,981,4,490476
ID_2363,8915,4980,7,440776
ID_2364,13672,4767,3,175965
ID_2365,4490,4677,0,430326
ID_2366,7909,1220,8,62051
ID_2367,11146,1351,5,228548
ID_2368,6988,1694,5,429142
ID_2369,9820,1782,3,153736
ID_2370,3799,3557,5,210074
ID_2371,5184,1682,7,176525
ID_2372,7498,1847,0,146479
ID_2373,12766,967,6,325024
ID_2374,5590,88,0,38546
ID_2375,3025,1239,1,443311
ID_2376,9660,789,8,397421
ID_2377,14914,3276,1,366317
ID_2378,11071,1383,6,85045
ID_2379,6320,1761,5,318574
ID_2380,13582,4563,4,467462
ID_2381,11973,2670,5,334080
ID_2382,10342,886,1,110567
ID_2383,11424,2874,3,185115
ID_2384,3508,584,6,438502
ID_2385,8873,3725,3,209040
ID_2386,14340,696,1,386987
ID_2387,11233,3751,0,259522
ID_2388,11481,3030,0,423644
ID_2389,9974,2445,8,366029
ID_2390,9319,341,4,388101
ID_2391,8375,1707,0,49278
ID_2392,8174,4159,4,24149
ID_2393,10159,4196,2,134402
ID_2394,4011,4307,3,295635
ID_2395,5144,4559,7,363087
ID_2396,5425,753,8,61117
ID_2397,10650,4587,1,479711
ID_2398,12772,4209,4,208315
ID_2399,8947,4955,7,132000
ID_2400,7509,1893,5,333443
ID_2401,10065,208,0,93525
ID_2402,12634,4939,1,110389
ID_2403,4463,3782,6,253947
ID_2404,11932,961,8,462558
ID_2405,2904,2087,2,204735
ID_2406,10724,2248,1,491423
ID_2407,2930,2432,1,169321
ID_2408,3479,4856,5,268266
ID_2409,5300,4814,5,224594
ID_2410,14086,1389,7,477899
ID_2411,7435,1653,5,177165
ID_2412,6427,2523,7,105671
ID_2413,2624,4630,4,146034
ID_2414,5365,573,7,98326
ID_2415,2797,1282,7,261274
ID_2416,2424,730,4,113554
ID_2417,10317,1007,7,258020
ID_2418,14041,944,7,46170
ID_2419,8974,4396,1,65478
ID_2420,6833,3580,0,149110
ID_2421,3115,2423,3,208072
ID_2422,3799,1731,7,37904
ID_2423,11195,1524,0,321088
ID_2424,14660,4354,4,417190
ID_2425,3072,4595,7,270009
ID_2426,7218,2847,3,460635
ID_2427,4210,1603,5,181480
ID_2428,4674,1277,0,354661
ID_2429,11329,4389,8,288432
ID_2430,4019,1413,7,301134
ID_2431,8183,4206,4,285566
ID_2432,14998,1892,9,20332
ID_2433,6503,3974,9,12362
ID_2434,8413,2512,1,67975
ID_2435,10069,1113,8,56157
ID_2436,11727,3500,2,428805
ID_2437,13850,903,8,214930
ID_2438,2564,2088,4,243586
ID_2439,3330,4086,0,173621
ID_2440,13688,3489,4,51584
ID_2441,11640,3694,4,396389
ID_2442,2549,1036,2,57074
ID_2443,5919,2544,8,47534
ID_2444,13683,625,9,418250
ID_2445,7958,2088,3,434560
ID_2446,8994,4485,3,332197
ID_2447,6992,4240,6,364538
ID_2448,13784,1549,7,469754
ID_2449,4858,2478,1,482818
ID_2450,14772,2937,8,418126
ID_2451,3646,2868,8,162217
ID_2452,10582,4367,7,339741
ID_2453,8815,296,8,409559
ID_2454,2196,1856,6,351372
ID_2455,13127,1875,6,55955
ID_2456,2268,3663,1,454236
ID_2457,10263,463,6,30743
ID_2458,5334,3901,8,403107
ID_2459,3151,3107,0,375273
ID_2460,2727,4565,6,493687
ID_2461,10494,956,8,329820
ID_2462,12548,3072,6,311680
ID_2463,7277,381,7,126456
ID_2464,12476,2431,0,173252
ID_2465,12009,612,1,134157
ID_2466,10106,1678,3,323994
ID_2467,6613,2398,3,196022
ID_2468,7587,4373,1,296747
ID_2469,6651,2140,2,44708
ID_2470,3188,3861,3,132233
ID_2471,14337,2039,0,220955
ID_2472,13986,4613,9,417118
ID_2473,7886,2365,0,420174
ID_2474,12228,1728,1,198511
ID_2475,3993,4632,2,464664
ID_2476,6019,4571,3,376372
ID_2477,5095,113,1,401562
ID_2478,4008,3098,8,468328
ID_2479,10993,2679,8,294329
ID_2480,7647,4906,6,493333
ID_2481,8712,3028,6,272056
ID_2482,2260,1676,9,496378
ID_2483,14650,4930,6,211964
ID_2484,2645,731,9,105371
ID_2485,12127,1647,9,98110
ID_2486,10917,94,4,294432
ID_2487,9484,1883,8,158464
ID_2488,13647,52,5,369010
ID_2489,2494,2523,5,79707
ID_2490,11949,3642,7,497094
ID_2491,3115,972,5,358899
ID_2492,13584,94,1,247169
ID_2493,14760,2066,9,93112
ID_2494,9037,2939,9,382644
ID_2495,8348,2780,6,280873
ID_2496,4774,1627,6,86942
ID_2497,9945,2127,1,476067
ID_2498,5822,4734,2,37745
ID_2499,7979,2412,6,374210
ID_2500,7914,2152,0,394396
ID_2501,2973,4541,3,215133
ID_2502,9513,456,9,404706
ID_2503,11066,842,7,273241
ID_2504,3055,4648,8,49134
ID_2505,4264,4519,1,144027
ID_2506,14945,1211,2,178907
ID_2507,14999,698,4,239494
ID_2508,8827,679,8,75283
ID_2509,8400,1549,7,108457
ID_2510,3394,3865,0,102646
ID_2511,13043,934,9,490434
ID_2512,13334,2087,9,481380
ID_2513,4846,2123,9,251286
ID_2514,5715,1599,8,243083
ID_2515,11841,1740,0,456550
ID_2516,3702,2734,1,82866
ID_2517,10555,399,1,170698
ID_2518,12128,1963,2,18082
ID_2519,6483,4657,7,247309
ID_2520,7765,1370,1,483985
ID_2521,9907,2526,5,70089
ID_2522,6868,842,1,28489
ID_2523,12763,491,9,44771
ID_2524,12507,534,7,227002
ID_2525,11317,764,6,292754
ID_2526,6601,4433,7,28151
ID_2527,13108,2001,4,64845
ID_2528,5328,380,2,106101
ID_2529,3867,759,8,90833
ID_2530,4126,4148,2,213620
ID_2531,13804,1953,2,213358
ID_2532,9859,3985,5,428442
ID_2533,6799,2233,7,68564
ID_2534,3391,2466,5,474315
ID_2535,11370,4681,9,460700
ID_2536,9215,4467,6,231948
ID_2537,14261,133,0,457406
ID_2538,8312,3860,8,64254
ID_2539,5169,46,3,391880
ID_2540,8587,2599,8,283921
ID_2541,2054,4522,4,81120
ID_2542,8990,4290,0,93995
ID_2543,7106,1771,1,49269
ID_2544,3728,194,7,438911
ID_2545,8598,2279,9,241885
ID_2546,6665,2516,2,273976
ID_2547,14333,4760,6,482937
ID_2548,4339,3832,0,244011
ID_2549,5353,4529,7,23953
ID_2550,11441,2673,4,361737
ID_2551,3881,1922,5,281202
ID_2552,5790,1108,0,404432
ID_2553,5910,416,6,491986
